frame.time_epoch,frame.time_delta,ip.proto,ip.ttl,ip.src,ip.dst,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,tcp.flags,tcp.seq,tcp.ack,tcp.len,tcp.window_size,tcp.options.mss,tcp.analysis.bytes_in_flight,udp.length,frame.len,label
1747142810.300970000,0.000182000,6,64,10.7.7.4,10.7.7.5,48667,36934,,,0x0012,0,1,0,5792,020405b4,,,74,0
1747142810.301000000,0.000030000,6,64,10.7.7.5,10.7.7.4,36934,48667,,,0x0010,1,1,0,129940,,,,66,0
1747142810.301145000,0.000145000,6,64,10.7.7.5,10.7.7.4,40758,21,,,0x0018,51,233,6,129720,,6,,72,0
1747142810.301376000,0.000231000,6,64,10.7.7.4,10.7.7.5,21,40758,,,0x0018,233,57,39,5888,,39,,105,0
1747142810.301434000,0.000058000,6,64,10.7.7.4,10.7.7.5,21,40758,,,0x0018,272,57,24,5888,,63,,90,0
1747142810.301483000,0.000049000,6,64,10.7.7.4,10.7.7.5,48667,36934,,,0x0011,1,1,0,5888,,,,66,0
1747142810.301552000,0.000069000,6,64,10.7.7.5,10.7.7.4,36934,48667,,,0x0011,1,2,0,129940,,,,66,0
1747142810.301604000,0.000052000,6,64,10.7.7.5,10.7.7.4,40758,21,,,0x0010,57,296,0,129660,,,,66,0
1747142810.301650000,0.000046000,6,64,10.7.7.4,10.7.7.5,48667,36934,,,0x0010,2,2,0,5888,,,,66,0
1747142810.301686000,0.000036000,6,64,10.7.7.5,10.7.7.4,40758,21,,,0x0018,57,296,6,129660,,6,,72,0
1747142810.310506000,0.008820000,6,64,10.7.7.4,10.7.7.5,21,40758,,,0x0018,296,63,14,5888,,14,,80,0
1747142810.310507000,0.000001000,6,64,10.7.7.4,10.7.7.5,21,40758,,,0x0011,310,63,0,5888,,,,66,0
1747142810.310597000,0.000090000,6,64,10.7.7.5,10.7.7.4,40758,21,,,0x0011,63,311,0,129648,,,,66,0
1747142810.310750000,0.000153000,6,64,10.7.7.4,10.7.7.5,21,40758,,,0x0010,311,64,0,5888,,,,66,0
1747142827.927693000,17.616943000,6,64,10.7.7.5,10.7.7.4,56396,21,,,0x0002,0,0,0,65535,020405b4,,,74,0
1747142827.928009000,0.000316000,6,64,10.7.7.4,10.7.7.5,21,56396,,,0x0012,0,1,0,5792,020405b4,,,74,0
1747142827.928027000,0.000018000,6,64,10.7.7.5,10.7.7.4,56396,21,,,0x0010,1,1,0,129940,,,,66,0
1747142827.929736000,0.001709000,6,64,10.7.7.4,10.7.7.5,21,56396,,,0x0018,1,1,20,5888,,20,,86,0
1747142827.929768000,0.000032000,6,64,10.7.7.5,10.7.7.4,56396,21,,,0x0010,1,21,0,129920,,,,66,0
1747142827.929919000,0.000151000,6,64,10.7.7.5,10.7.7.4,56396,21,,,0x0018,1,21,16,129920,,16,,82,0
1747142827.930024000,0.000105000,6,64,10.7.7.4,10.7.7.5,21,56396,,,0x0010,21,17,0,5888,,,,66,0
1747142827.930188000,0.000164000,6,64,10.7.7.4,10.7.7.5,21,56396,,,0x0018,21,17,34,5888,,34,,100,0
1747142827.930239000,0.000051000,6,64,10.7.7.5,10.7.7.4,56396,21,,,0x0018,17,55,16,129888,,16,,82,0
1747142827.964025000,0.033786000,6,64,10.7.7.4,10.7.7.5,21,56396,,,0x0018,55,33,23,5888,,23,,89,0
1747142827.964287000,0.000262000,6,64,10.7.7.5,10.7.7.4,56396,21,,,0x0018,33,78,6,129868,,6,,72,0
1747142827.985597000,0.021310000,6,64,10.7.7.4,10.7.7.5,21,56396,,,0x0018,78,39,19,5888,,19,,85,0
1747142827.985724000,0.000127000,6,64,10.7.7.5,10.7.7.4,56396,21,,,0x0018,39,97,6,129852,,6,,72,0
1747142827.995622000,0.009898000,6,64,10.7.7.4,10.7.7.5,21,56396,,,0x0018,97,45,15,5888,,15,,81,0
1747142827.995624000,0.000002000,6,64,10.7.7.4,10.7.7.5,21,56396,,,0x0018,112,45,7,5888,,22,,73,0
1747142827.995624000,0.000000000,6,64,10.7.7.4,10.7.7.5,21,56396,,,0x0018,119,45,7,5888,,29,,73,0
1747142827.995703000,0.000079000,6,64,10.7.7.5,10.7.7.4,56396,21,,,0x0010,45,126,0,129824,,,,66,0
1747142827.995882000,0.000179000,6,64,10.7.7.4,10.7.7.5,21,56396,,,0x0018,126,45,58,5888,,58,,124,0
1747142827.996033000,0.000151000,6,64,10.7.7.5,10.7.7.4,56396,21,,,0x0018,45,184,6,129768,,6,,72,0
1747142828.005688000,0.009655000,6,64,10.7.7.4,10.7.7.5,21,56396,,,0x0018,184,51,49,5888,,49,,115,0
1747142828.005999000,0.000311000,6,64,10.7.7.5,10.7.7.4,58524,42334,,,0x0002,0,0,0,65535,020405b4,,,74,0
1747142828.006279000,0.000280000,6,64,10.7.7.4,10.7.7.5,42334,58524,,,0x0012,0,1,0,5792,020405b4,,,74,0
1747142828.006315000,0.000036000,6,64,10.7.7.5,10.7.7.4,58524,42334,,,0x0010,1,1,0,129940,,,,66,0
1747142828.006587000,0.000272000,6,64,10.7.7.5,10.7.7.4,56396,21,,,0x0018,51,233,6,129720,,6,,72,0
1747142828.006856000,0.000269000,6,64,10.7.7.4,10.7.7.5,21,56396,,,0x0018,233,57,39,5888,,39,,105,0
1747142828.007178000,0.000322000,6,64,10.7.7.4,10.7.7.5,42334,58524,,,0x0011,1,1,0,5888,,,,66,0
1747142828.007218000,0.000040000,6,64,10.7.7.5,10.7.7.4,58524,42334,,,0x0011,1,2,0,129940,,,,66,0
1747142828.007466000,0.000248000,6,64,10.7.7.4,10.7.7.5,42334,58524,,,0x0010,2,2,0,5888,,,,66,0
1747142828.007742000,0.000276000,6,64,10.7.7.4,10.7.7.5,21,56396,,,0x0018,272,57,24,5888,,63,,90,0
1747142828.007768000,0.000026000,6,64,10.7.7.5,10.7.7.4,56396,21,,,0x0010,57,296,0,129660,,,,66,0
1747142828.008020000,0.000252000,6,64,10.7.7.5,10.7.7.4,56396,21,,,0x0018,57,296,6,129660,,6,,72,0
